Num,Lat,Lon,Value
1404,-19.75,-68.75,3
1405,-19.25,-68.75,3
1406,-18.75,-68.75,3
1407,-18.25,-68.75,3
1408,-17.75,-68.75,3
1409,-17.25,-68.75,3
1410,-16.75,-68.75,3
1411,-16.25,-68.75,3
1412,-15.75,-68.75,3
1413,-15.25,-68.75,3
1414,-14.75,-68.75,3
1415,-14.25,-68.75,1
1416,-13.75,-68.75,1
1417,-13.25,-68.75,1
1418,-12.75,-68.75,1
1419,-12.25,-68.75,1
1420,-11.75,-68.75,1
1421,-11.25,-68.75,1
1422,-10.75,-68.75,1
1423,-10.25,-68.75,1
1424,-9.75,-68.75,1
1425,-9.25,-68.75,1
1426,-8.75,-68.75,1
1427,-8.25,-68.75,1
1428,-7.75,-68.75,1
1429,-7.25,-68.75,4
1430,-6.75,-68.75,4
1431,-6.25,-68.75,4
1432,-5.75,-68.75,4
1433,-5.25,-68.75,4
1434,-4.75,-68.75,4
1435,-4.25,-68.75,4
1436,-3.75,-68.75,4
1437,-3.25,-68.75,4
1438,-2.75,-68.75,5
1439,-2.25,-68.75,5
1440,-1.75,-68.75,5
1441,-1.25,-68.75,5
1442,-0.75,-68.75,5
1443,-0.25,-68.75,5
1444,0.25,-68.75,5
1445,0.75,-68.75,5
1446,1.25,-68.75,5
1447,1.75,-68.75,5
1448,2.25,-68.75,5
1449,2.75,-68.75,5
1450,3.25,-68.75,5
1451,3.75,-68.75,5
1452,4.25,-68.75,5
1453,4.75,-68.75,5
1454,5.25,-68.75,5
1455,5.75,-68.75,5
1456,6.25,-68.75,5
1457,-21.25,-68.25,3
1458,-20.75,-68.25,3
1459,-20.25,-68.25,3
1460,-19.75,-68.25,3
1461,-19.25,-68.25,3
1462,-18.75,-68.25,3
1463,-18.25,-68.25,3
1464,-17.75,-68.25,3
1465,-17.25,-68.25,3
1466,-16.75,-68.25,3
1467,-16.25,-68.25,3
1468,-15.75,-68.25,3
1469,-15.25,-68.25,3
1470,-14.75,-68.25,3
1471,-14.25,-68.25,1
1472,-13.75,-68.25,1
1473,-13.25,-68.25,1
1474,-12.75,-68.25,1
1475,-12.25,-68.25,1
1476,-11.75,-68.25,1
1477,-11.25,-68.25,1
1478,-10.75,-68.25,1
1479,-10.25,-68.25,1
1480,-9.75,-68.25,1
1481,-9.25,-68.25,1
1482,-8.75,-68.25,1
1483,-8.25,-68.25,1
1484,-7.75,-68.25,4
1485,-7.25,-68.25,4
1486,-6.75,-68.25,4
1487,-6.25,-68.25,4
1488,-5.75,-68.25,4
1489,-5.25,-68.25,4
1490,-4.75,-68.25,4
1491,-4.25,-68.25,4
1492,-3.75,-68.25,4
1493,-3.25,-68.25,4
1494,-2.75,-68.25,4
1495,-2.25,-68.25,4
1496,-1.75,-68.25,2
1497,-1.25,-68.25,2
1498,-0.75,-68.25,5
1499,-0.25,-68.25,5
1500,0.25,-68.25,5
1501,0.75,-68.25,5
1502,1.25,-68.25,5
1503,1.75,-68.25,5
1504,2.25,-68.25,5
1505,2.75,-68.25,5
1506,3.25,-68.25,5
1507,3.75,-68.25,5
1508,4.25,-68.25,5
1509,4.75,-68.25,5
1510,5.25,-68.25,5
1511,5.75,-68.25,5
1512,6.25,-68.25,5
1513,-21.25,-67.75,3
1514,-20.75,-67.75,3
1515,-20.25,-67.75,3
1516,-19.75,-67.75,3
1517,-19.25,-67.75,3
1518,-18.75,-67.75,3
1519,-18.25,-67.75,3
1520,-17.75,-67.75,3
1521,-17.25,-67.75,3
1522,-16.75,-67.75,3
1523,-16.25,-67.75,3
1524,-15.75,-67.75,3
1525,-15.25,-67.75,1
1526,-14.75,-67.75,1
1527,-14.25,-67.75,1
1528,-13.75,-67.75,1
1529,-13.25,-67.75,1
1530,-12.75,-67.75,1
1531,-12.25,-67.75,1
1532,-11.75,-67.75,1
1533,-11.25,-67.75,1
1534,-10.75,-67.75,1
1535,-10.25,-67.75,1
1536,-9.75,-67.75,1
1537,-9.25,-67.75,1
1538,-8.75,-67.75,1
1539,-8.25,-67.75,1
1540,-7.75,-67.75,4
1541,-7.25,-67.75,4
1542,-6.75,-67.75,4
1543,-6.25,-67.75,4
1544,-5.75,-67.75,4
1545,-5.25,-67.75,4
1546,-4.75,-67.75,4
1547,-4.25,-67.75,4
1548,-3.75,-67.75,4
1549,-3.25,-67.75,4
1550,-2.75,-67.75,4
1551,-2.25,-67.75,4
1552,-1.75,-67.75,2
1553,-1.25,-67.75,2
1554,-0.75,-67.75,2
1555,-0.25,-67.75,5
1556,0.25,-67.75,5
1557,0.75,-67.75,5
1558,1.25,-67.75,5
1559,1.75,-67.75,5
1560,2.25,-67.75,5
1561,2.75,-67.75,5
1562,3.25,-67.75,5
1563,3.75,-67.75,5
1564,4.25,-67.75,5
1565,4.75,-67.75,5
1566,5.25,-67.75,5
1567,5.75,-67.75,5
1568,6.25,-67.75,5
1569,-21.25,-67.25,3
1570,-20.75,-67.25,3
1571,-20.25,-67.25,3
1572,-19.75,-67.25,3
1573,-19.25,-67.25,3
1574,-18.75,-67.25,3
1575,-18.25,-67.25,3
1576,-17.75,-67.25,3
1577,-17.25,-67.25,3
1578,-16.75,-67.25,3
1579,-16.25,-67.25,1
1580,-15.75,-67.25,1
1581,-15.25,-67.25,1
1582,-14.75,-67.25,1
1583,-14.25,-67.25,1
1584,-13.75,-67.25,1
1585,-13.25,-67.25,1
1586,-12.75,-67.25,1
1587,-12.25,-67.25,1
1588,-11.75,-67.25,1
1589,-11.25,-67.25,1
1590,-10.75,-67.25,1
1591,-10.25,-67.25,1
1592,-9.75,-67.25,1
1593,-9.25,-67.25,1
1594,-8.75,-67.25,1
1595,-8.25,-67.25,4
1596,-7.75,-67.25,4
1597,-7.25,-67.25,4
1598,-6.75,-67.25,4
1599,-6.25,-67.25,4
1600,-5.75,-67.25,4
1601,-5.25,-67.25,4
1602,-4.75,-67.25,4
1603,-4.25,-67.25,4
1604,-3.75,-67.25,4
1605,-3.25,-67.25,4
1606,-2.75,-67.25,4
1607,-2.25,-67.25,2
1608,-1.75,-67.25,2
1609,-1.25,-67.25,2
1610,-0.75,-67.25,2
1611,-0.25,-67.25,2
1612,0.25,-67.25,2
1613,0.75,-67.25,5
1614,1.25,-67.25,5
1615,1.75,-67.25,5
1616,2.25,-67.25,5
1617,2.75,-67.25,5
1618,3.25,-67.25,5
1619,3.75,-67.25,5
1620,4.25,-67.25,5
1621,4.75,-67.25,5
1622,5.25,-67.25,5
1623,5.75,-67.25,5
1624,6.25,-67.25,5
1625,-21.25,-66.75,3
1626,-20.75,-66.75,3
1627,-20.25,-66.75,3
1628,-19.75,-66.75,3
1629,-19.25,-66.75,3
1630,-18.75,-66.75,3
1631,-18.25,-66.75,3
1632,-17.75,-66.75,3
1633,-17.25,-66.75,3
1634,-16.75,-66.75,3
1635,-16.25,-66.75,1
1636,-15.75,-66.75,1
1637,-15.25,-66.75,1
1638,-14.75,-66.75,1
1639,-14.25,-66.75,1
1640,-13.75,-66.75,1
1641,-13.25,-66.75,1
1642,-12.75,-66.75,1
1643,-12.25,-66.75,1
1644,-11.75,-66.75,1
1645,-11.25,-66.75,1
1646,-10.75,-66.75,1
1647,-10.25,-66.75,1
1648,-9.75,-66.75,1
1649,-9.25,-66.75,1
1650,-8.75,-66.75,1
1651,-8.25,-66.75,4
1652,-7.75,-66.75,4
1653,-7.25,-66.75,4
1654,-6.75,-66.75,4
1655,-6.25,-66.75,4
1656,-5.75,-66.75,4
1657,-5.25,-66.75,4
1658,-4.75,-66.75,4
1659,-4.25,-66.75,4
1660,-3.75,-66.75,4
1661,-3.25,-66.75,4
1662,-2.75,-66.75,4
1663,-2.25,-66.75,2
1664,-1.75,-66.75,2
1665,-1.25,-66.75,2
1666,-0.75,-66.75,2
1667,-0.25,-66.75,2
1668,0.25,-66.75,2
1669,0.75,-66.75,5
1670,1.25,-66.75,5
1671,1.75,-66.75,5
1672,2.25,-66.75,5
1673,2.75,-66.75,5
1674,3.25,-66.75,5
1675,3.75,-66.75,5
1676,4.25,-66.75,5
1677,4.75,-66.75,5
1678,5.25,-66.75,5
1679,5.75,-66.75,5
1680,6.25,-66.75,5
1681,-21.25,-66.25,3
1682,-20.75,-66.25,3
1683,-20.25,-66.25,3
1684,-19.75,-66.25,3
1685,-19.25,-66.25,3
1686,-18.75,-66.25,3
1687,-18.25,-66.25,3
1688,-17.75,-66.25,3
1689,-17.25,-66.25,3
1690,-16.75,-66.25,1
1691,-16.25,-66.25,4
1692,-15.75,-66.25,1
1693,-15.25,-66.25,1
1694,-14.75,-66.25,1
1695,-14.25,-66.25,1
1696,-13.75,-66.25,1
1697,-13.25,-66.25,1
1698,-12.75,-66.25,1
1699,-12.25,-66.25,1
1700,-11.75,-66.25,1
1701,-11.25,-66.25,1
1702,-10.75,-66.25,1
1703,-10.25,-66.25,1
1704,-9.75,-66.25,1
1705,-9.25,-66.25,1
1706,-8.75,-66.25,1
1707,-8.25,-66.25,4
1708,-7.75,-66.25,4
1709,-7.25,-66.25,4
1710,-6.75,-66.25,4
1711,-6.25,-66.25,4
1712,-5.75,-66.25,4
1713,-5.25,-66.25,4
1714,-4.75,-66.25,4
1715,-4.25,-66.25,4
1716,-3.75,-66.25,4
1717,-3.25,-66.25,4
1718,-2.75,-66.25,4
1719,-2.25,-66.25,2
1720,-1.75,-66.25,2
1721,-1.25,-66.25,2
1722,-0.75,-66.25,2
1723,-0.25,-66.25,2
1724,0.25,-66.25,2
1725,0.75,-66.25,5
1726,1.25,-66.25,5
1727,1.75,-66.25,5
1728,2.25,-66.25,5
1729,2.75,-66.25,5
1730,3.25,-66.25,5
1731,3.75,-66.25,5
1732,4.25,-66.25,5
1733,4.75,-66.25,5
1734,5.25,-66.25,5
1735,5.75,-66.25,5
1736,6.25,-66.25,5
1737,-21.25,-65.75,3
1738,-20.75,-65.75,3
1739,-20.25,-65.75,3
1740,-19.75,-65.75,3
1741,-19.25,-65.75,3
1742,-18.75,-65.75,3
1743,-18.25,-65.75,3
1744,-17.75,-65.75,3
1745,-17.25,-65.75,1
1746,-16.75,-65.75,4
1747,-16.25,-65.75,4
1748,-15.75,-65.75,4
1749,-15.25,-65.75,1
1750,-14.75,-65.75,1
1751,-14.25,-65.75,1
1752,-13.75,-65.75,1
1753,-13.25,-65.75,1
1754,-12.75,-65.75,1
1755,-12.25,-65.75,1
1756,-11.75,-65.75,1
1757,-11.25,-65.75,1
1758,-10.75,-65.75,1
1759,-10.25,-65.75,1
1760,-9.75,-65.75,1
1761,-9.25,-65.75,1
1762,-8.75,-65.75,1
1763,-8.25,-65.75,4
1764,-7.75,-65.75,4
1765,-7.25,-65.75,4
1766,-6.75,-65.75,4
1767,-6.25,-65.75,4
1768,-5.75,-65.75,4
1769,-5.25,-65.75,4
1770,-4.75,-65.75,4
1771,-4.25,-65.75,4
1772,-3.75,-65.75,4
1773,-3.25,-65.75,4
1774,-2.75,-65.75,4
1775,-2.25,-65.75,4
1776,-1.75,-65.75,2
1777,-1.25,-65.75,2
1778,-0.75,-65.75,2
1779,-0.25,-65.75,2
1780,0.25,-65.75,2
1781,0.75,-65.75,2
1782,1.25,-65.75,5
1783,1.75,-65.75,5
1784,2.25,-65.75,5
1785,2.75,-65.75,5
1786,3.25,-65.75,5
1787,3.75,-65.75,5
1788,4.25,-65.75,5
1789,4.75,-65.75,5
1790,5.25,-65.75,5
1791,5.75,-65.75,5
1792,6.25,-65.75,5
1793,-21.25,-65.25,3
1794,-20.75,-65.25,3
1795,-20.25,-65.25,3
1796,-19.75,-65.25,3
1797,-19.25,-65.25,3
1798,-18.75,-65.25,3
1799,-18.25,-65.25,3
1800,-17.75,-65.25,3
1801,-17.25,-65.25,4
1802,-16.75,-65.25,4
1803,-16.25,-65.25,4
1804,-15.75,-65.25,4
1805,-15.25,-65.25,1
1806,-14.75,-65.25,1
1807,-14.25,-65.25,1
1808,-13.75,-65.25,1
1809,-13.25,-65.25,1
1810,-12.75,-65.25,1
1811,-12.25,-65.25,1
1812,-11.75,-65.25,1
1813,-11.25,-65.25,1
1814,-10.75,-65.25,1
1815,-10.25,-65.25,1
1816,-9.75,-65.25,1
1817,-9.25,-65.25,1
1818,-8.75,-65.25,1
1819,-8.25,-65.25,4
1820,-7.75,-65.25,4
1821,-7.25,-65.25,4
1822,-6.75,-65.25,4
1823,-6.25,-65.25,4
1824,-5.75,-65.25,4
1825,-5.25,-65.25,4
1826,-4.75,-65.25,4
1827,-4.25,-65.25,4
1828,-3.75,-65.25,4
1829,-3.25,-65.25,4
1830,-2.75,-65.25,4
1831,-2.25,-65.25,5
1832,-1.75,-65.25,2
1833,-1.25,-65.25,2
1834,-0.75,-65.25,2
1835,-0.25,-65.25,2
1836,0.25,-65.25,2
1837,0.75,-65.25,2
1838,1.25,-65.25,2
1839,1.75,-65.25,2
1840,2.25,-65.25,2
1841,2.75,-65.25,2
1842,3.25,-65.25,5
1843,3.75,-65.25,5
1844,4.25,-65.25,5
1845,4.75,-65.25,5
1846,5.25,-65.25,5
1847,5.75,-65.25,5
1848,6.25,-65.25,5
1849,-21.25,-64.75,3
1850,-20.75,-64.75,3
1851,-20.25,-64.75,3
1852,-19.75,-64.75,3
1853,-19.25,-64.75,3
1854,-18.75,-64.75,3
1855,-18.25,-64.75,3
1856,-17.75,-64.75,3
1857,-17.25,-64.75,4
1858,-16.75,-64.75,4
1859,-16.25,-64.75,4
1860,-15.75,-64.75,1
1861,-15.25,-64.75,1
1862,-14.75,-64.75,1
1863,-14.25,-64.75,1
1864,-13.75,-64.75,1
1865,-13.25,-64.75,1
1866,-12.75,-64.75,1
1867,-12.25,-64.75,1
1868,-11.75,-64.75,1
1869,-11.25,-64.75,1
1870,-10.75,-64.75,1
1871,-10.25,-64.75,1
1872,-9.75,-64.75,1
1873,-9.25,-64.75,1
1874,-8.75,-64.75,1
1875,-8.25,-64.75,1
1876,-7.75,-64.75,4
1877,-7.25,-64.75,4
1878,-6.75,-64.75,4
1879,-6.25,-64.75,4
1880,-5.75,-64.75,4
1881,-5.25,-64.75,4
1882,-4.75,-64.75,4
1883,-4.25,-64.75,4
1884,-3.75,-64.75,4
1885,-3.25,-64.75,4
1886,-2.75,-64.75,4
1887,-2.25,-64.75,5
1888,-1.75,-64.75,4
1889,-1.25,-64.75,2
1890,-0.75,-64.75,2
1891,-0.25,-64.75,2
1892,0.25,-64.75,2
1893,0.75,-64.75,2
1894,1.25,-64.75,2
1895,1.75,-64.75,2
1896,2.25,-64.75,2
1897,2.75,-64.75,2
1898,3.25,-64.75,5
1899,3.75,-64.75,5
1900,4.25,-64.75,5
1901,4.75,-64.75,5
1902,5.25,-64.75,5
1903,5.75,-64.75,5
1904,6.25,-64.75,5
1905,-21.25,-64.25,3
1906,-20.75,-64.25,3
1907,-20.25,-64.25,3
1908,-19.75,-64.25,3
1909,-19.25,-64.25,3
1910,-18.75,-64.25,3
1911,-18.25,-64.25,3
1912,-17.75,-64.25,3
1913,-17.25,-64.25,1
1914,-16.75,-64.25,1
1915,-16.25,-64.25,1
1916,-15.75,-64.25,1
1917,-15.25,-64.25,1
1918,-14.75,-64.25,1
1919,-14.25,-64.25,1
1920,-13.75,-64.25,1
1921,-13.25,-64.25,1
1922,-12.75,-64.25,1
1923,-12.25,-64.25,1
1924,-11.75,-64.25,1
1925,-11.25,-64.25,1
1926,-10.75,-64.25,1
1927,-10.25,-64.25,1
1928,-9.75,-64.25,1
1929,-9.25,-64.25,1
1930,-8.75,-64.25,1
1931,-8.25,-64.25,1
1932,-7.75,-64.25,4
1933,-7.25,-64.25,4
1934,-6.75,-64.25,4
1935,-6.25,-64.25,4
1936,-5.75,-64.25,4
1937,-5.25,-64.25,4
1938,-4.75,-64.25,4
1939,-4.25,-64.25,4
1940,-3.75,-64.25,4
1941,-3.25,-64.25,4
1942,-2.75,-64.25,4
1943,-2.25,-64.25,5
1944,-1.75,-64.25,5
1945,-1.25,-64.25,2
1946,-0.75,-64.25,2
1947,-0.25,-64.25,2
1948,0.25,-64.25,2
1949,0.75,-64.25,2
1950,1.25,-64.25,2
1951,1.75,-64.25,2
1952,2.25,-64.25,2
1953,2.75,-64.25,2
1954,3.25,-64.25,2
1955,3.75,-64.25,5
1956,4.25,-64.25,5
1957,4.75,-64.25,5
1958,5.25,-64.25,5
1959,5.75,-64.25,5
1960,6.25,-64.25,5
1961,-21.25,-63.75,3
1962,-20.75,-63.75,3
1963,-20.25,-63.75,3
1964,-19.75,-63.75,3
1965,-19.25,-63.75,3
1966,-18.75,-63.75,3
1967,-18.25,-63.75,3
1968,-17.75,-63.75,3
1969,-17.25,-63.75,1
1970,-16.75,-63.75,1
1971,-16.25,-63.75,1
1972,-15.75,-63.75,1
1973,-15.25,-63.75,1
1974,-14.75,-63.75,1
1975,-14.25,-63.75,1
1976,-13.75,-63.75,1
1977,-13.25,-63.75,1
1978,-12.75,-63.75,1
1979,-12.25,-63.75,1
1980,-11.75,-63.75,1
1981,-11.25,-63.75,1
1982,-10.75,-63.75,1
1983,-10.25,-63.75,1
1984,-9.75,-63.75,1
1985,-9.25,-63.75,1
1986,-8.75,-63.75,1
1987,-8.25,-63.75,1
1988,-7.75,-63.75,4
1989,-7.25,-63.75,4
1990,-6.75,-63.75,4
1991,-6.25,-63.75,4
1992,-5.75,-63.75,4
1993,-5.25,-63.75,4
1994,-4.75,-63.75,4
1995,-4.25,-63.75,4
1996,-3.75,-63.75,4
1997,-3.25,-63.75,4
1998,-2.75,-63.75,4
1999,-2.25,-63.75,4
2000,-1.75,-63.75,2
2001,-1.25,-63.75,2
2002,-0.75,-63.75,2
2003,-0.25,-63.75,2
2004,0.25,-63.75,2
2005,0.75,-63.75,2
2006,1.25,-63.75,2
2007,1.75,-63.75,2
2008,2.25,-63.75,2
2009,2.75,-63.75,2
2010,3.25,-63.75,5
2011,3.75,-63.75,5
2012,4.25,-63.75,5
2013,4.75,-63.75,5
2014,5.25,-63.75,5
2015,5.75,-63.75,5
2016,6.25,-63.75,5
2017,-21.25,-63.25,3
2018,-20.75,-63.25,3
2019,-20.25,-63.25,3
2020,-19.75,-63.25,3
2021,-19.25,-63.25,3
2022,-18.75,-63.25,3
2023,-18.25,-63.25,3
2024,-17.75,-63.25,3
2025,-17.25,-63.25,1
2026,-16.75,-63.25,1
2027,-16.25,-63.25,1
2028,-15.75,-63.25,1
2029,-15.25,-63.25,1
2030,-14.75,-63.25,1
2031,-14.25,-63.25,1
2032,-13.75,-63.25,1
2033,-13.25,-63.25,1
2034,-12.75,-63.25,1
2035,-12.25,-63.25,1
2036,-11.75,-63.25,1
2037,-11.25,-63.25,1
2038,-10.75,-63.25,1
2039,-10.25,-63.25,1
2040,-9.75,-63.25,1
2041,-9.25,-63.25,1
2042,-8.75,-63.25,4
2043,-8.25,-63.25,4
2044,-7.75,-63.25,4
2045,-7.25,-63.25,4
2046,-6.75,-63.25,4
2047,-6.25,-63.25,4
2048,-5.75,-63.25,4
2049,-5.25,-63.25,4
2050,-4.75,-63.25,4
2051,-4.25,-63.25,4
2052,-3.75,-63.25,4
2053,-3.25,-63.25,4
2054,-2.75,-63.25,4
2055,-2.25,-63.25,2
2056,-1.75,-63.25,2
2057,-1.25,-63.25,2
2058,-0.75,-63.25,2
2059,-0.25,-63.25,2
2060,0.25,-63.25,2
2061,0.75,-63.25,2
2062,1.25,-63.25,2
2063,1.75,-63.25,2
2064,2.25,-63.25,2
2065,2.75,-63.25,2
2066,3.25,-63.25,5
2067,3.75,-63.25,5
2068,4.25,-63.25,5
2069,4.75,-63.25,5
2070,5.25,-63.25,5
2071,5.75,-63.25,5
2072,6.25,-63.25,5
2073,-21.25,-62.75,3
2074,-20.75,-62.75,3
2075,-20.25,-62.75,3
2076,-19.75,-62.75,3
2077,-19.25,-62.75,3
2078,-18.75,-62.75,3
2079,-18.25,-62.75,1
2080,-17.75,-62.75,1
2081,-17.25,-62.75,1
2082,-16.75,-62.75,1
2083,-16.25,-62.75,1
2084,-15.75,-62.75,1
2085,-15.25,-62.75,1
2086,-14.75,-62.75,1
2087,-14.25,-62.75,1
2088,-13.75,-62.75,1
2089,-13.25,-62.75,1
2090,-12.75,-62.75,1
2091,-12.25,-62.75,1
2092,-11.75,-62.75,1
2093,-11.25,-62.75,1
2094,-10.75,-62.75,1
2095,-10.25,-62.75,1
2096,-9.75,-62.75,1
2097,-9.25,-62.75,1
2098,-8.75,-62.75,4
2099,-8.25,-62.75,4
2100,-7.75,-62.75,4
2101,-7.25,-62.75,4
2102,-6.75,-62.75,4
2103,-6.25,-62.75,4
2104,-5.75,-62.75,4
2105,-5.25,-62.75,4
2106,-4.75,-62.75,4
2107,-4.25,-62.75,4
2108,-3.75,-62.75,4
2109,-3.25,-62.75,4
2110,-2.75,-62.75,4
2111,-2.25,-62.75,2
2112,-1.75,-62.75,2
2113,-1.25,-62.75,2
2114,-0.75,-62.75,2
2115,-0.25,-62.75,2
2116,0.25,-62.75,2
2117,0.75,-62.75,2
2118,1.25,-62.75,2
2119,1.75,-62.75,2
2120,2.25,-62.75,2
2121,2.75,-62.75,2
2122,3.25,-62.75,2
2123,3.75,-62.75,5
2124,4.25,-62.75,5
2125,4.75,-62.75,5
2126,5.25,-62.75,5
2127,5.75,-62.75,5
2128,6.25,-62.75,5
2129,-21.25,-62.25,3
2130,-20.75,-62.25,3
2131,-20.25,-62.25,3
2132,-19.75,-62.25,3
2133,-19.25,-62.25,3
2134,-18.75,-62.25,3
2135,-18.25,-62.25,1
2136,-17.75,-62.25,1
2137,-17.25,-62.25,1
2138,-16.75,-62.25,1
2139,-16.25,-62.25,1
2140,-15.75,-62.25,1
2141,-15.25,-62.25,1
2142,-14.75,-62.25,1
2143,-14.25,-62.25,1
2144,-13.75,-62.25,1
2145,-13.25,-62.25,1
2146,-12.75,-62.25,1
2147,-12.25,-62.25,1
2148,-11.75,-62.25,1
2149,-11.25,-62.25,1
2150,-10.75,-62.25,1
2151,-10.25,-62.25,1
2152,-9.75,-62.25,1
2153,-9.25,-62.25,1
2154,-8.75,-62.25,1
2155,-8.25,-62.25,1
2156,-7.75,-62.25,4
2157,-7.25,-62.25,4
2158,-6.75,-62.25,4
2159,-6.25,-62.25,4
2160,-5.75,-62.25,4
2161,-5.25,-62.25,4
2162,-4.75,-62.25,4
2163,-4.25,-62.25,4
2164,-3.75,-62.25,4
2165,-3.25,-62.25,4
2166,-2.75,-62.25,4
2167,-2.25,-62.25,2
2168,-1.75,-62.25,2
2169,-1.25,-62.25,2
2170,-0.75,-62.25,2
2171,-0.25,-62.25,2
2172,0.25,-62.25,2
2173,0.75,-62.25,2
2174,1.25,-62.25,2
2175,1.75,-62.25,2
2176,2.25,-62.25,2
2177,2.75,-62.25,2
2178,3.25,-62.25,2
2179,3.75,-62.25,2
2180,4.25,-62.25,5
2181,4.75,-62.25,5
2182,5.25,-62.25,5
2183,5.75,-62.25,5
2184,6.25,-62.25,2
2185,-21.25,-61.75,3
2186,-20.75,-61.75,3
2187,-20.25,-61.75,3
2188,-19.75,-61.75,3
2189,-19.25,-61.75,3
2190,-18.75,-61.75,3
2191,-18.25,-61.75,3
2192,-17.75,-61.75,3
2193,-17.25,-61.75,3
2194,-16.75,-61.75,3
2195,-16.25,-61.75,3
2196,-15.75,-61.75,3
2197,-15.25,-61.75,3
2198,-14.75,-61.75,1
2199,-14.25,-61.75,1
2200,-13.75,-61.75,1
2201,-13.25,-61.75,1
2202,-12.75,-61.75,1
2203,-12.25,-61.75,1
2204,-11.75,-61.75,1
2205,-11.25,-61.75,1
2206,-10.75,-61.75,1
2207,-10.25,-61.75,1
2208,-9.75,-61.75,1
2209,-9.25,-61.75,1
2210,-8.75,-61.75,1
2211,-8.25,-61.75,4
2212,-7.75,-61.75,4
2213,-7.25,-61.75,4
2214,-6.75,-61.75,4
2215,-6.25,-61.75,4
2216,-5.75,-61.75,4
2217,-5.25,-61.75,4
2218,-4.75,-61.75,4
2219,-4.25,-61.75,4
2220,-3.75,-61.75,4
2221,-3.25,-61.75,4
2222,-2.75,-61.75,4
2223,-2.25,-61.75,4
2224,-1.75,-61.75,2
2225,-1.25,-61.75,2
2226,-0.75,-61.75,2
2227,-0.25,-61.75,2
2228,0.25,-61.75,2
2229,0.75,-61.75,2
2230,1.25,-61.75,2
2231,1.75,-61.75,2
2232,2.25,-61.75,2
2233,2.75,-61.75,2
2234,3.25,-61.75,2
2235,3.75,-61.75,2
2236,4.25,-61.75,2
2237,4.75,-61.75,5
2238,5.25,-61.75,5
2239,5.75,-61.75,5
2240,6.25,-61.75,2
2241,-21.25,-61.25,3
2242,-20.75,-61.25,3
2243,-20.25,-61.25,3
2244,-19.75,-61.25,3
2245,-19.25,-61.25,3
2246,-18.75,-61.25,3
2247,-18.25,-61.25,3
2248,-17.75,-61.25,3
2249,-17.25,-61.25,3
2250,-16.75,-61.25,3
2251,-16.25,-61.25,3
2252,-15.75,-61.25,3
2253,-15.25,-61.25,3
2254,-14.75,-61.25,1
2255,-14.25,-61.25,1
2256,-13.75,-61.25,1
2257,-13.25,-61.25,1
2258,-12.75,-61.25,1
2259,-12.25,-61.25,1
2260,-11.75,-61.25,1
2261,-11.25,-61.25,1
2262,-10.75,-61.25,1
2263,-10.25,-61.25,1
2264,-9.75,-61.25,1
2265,-9.25,-61.25,1
2266,-8.75,-61.25,4
2267,-8.25,-61.25,4
2268,-7.75,-61.25,4
2269,-7.25,-61.25,4
2270,-6.75,-61.25,4
2271,-6.25,-61.25,4
2272,-5.75,-61.25,4
2273,-5.25,-61.25,4
2274,-4.75,-61.25,4
2275,-4.25,-61.25,4
2276,-3.75,-61.25,4
2277,-3.25,-61.25,4
2278,-2.75,-61.25,4
2279,-2.25,-61.25,4
2280,-1.75,-61.25,2
2281,-1.25,-61.25,2
2282,-0.75,-61.25,2
2283,-0.25,-61.25,2
2284,0.25,-61.25,2
2285,0.75,-61.25,2
2286,1.25,-61.25,2
2287,1.75,-61.25,2
2288,2.25,-61.25,2
2289,2.75,-61.25,2
2290,3.25,-61.25,2
2291,3.75,-61.25,2
2292,4.25,-61.25,2
2293,4.75,-61.25,2
2294,5.25,-61.25,2
2295,5.75,-61.25,2
2296,6.25,-61.25,2
2297,-21.25,-60.75,3
2298,-20.75,-60.75,3
2299,-20.25,-60.75,3
2300,-19.75,-60.75,3
2301,-19.25,-60.75,3
2302,-18.75,-60.75,3
2303,-18.25,-60.75,3
2304,-17.75,-60.75,3
2305,-17.25,-60.75,3
2306,-16.75,-60.75,3
2307,-16.25,-60.75,3
2308,-15.75,-60.75,3
2309,-15.25,-60.75,1
2310,-14.75,-60.75,1
2311,-14.25,-60.75,1
2312,-13.75,-60.75,1
2313,-13.25,-60.75,1
2314,-12.75,-60.75,1
2315,-12.25,-60.75,1
2316,-11.75,-60.75,1
2317,-11.25,-60.75,1
2318,-10.75,-60.75,1
2319,-10.25,-60.75,1
2320,-9.75,-60.75,1
2321,-9.25,-60.75,1
2322,-8.75,-60.75,4
2323,-8.25,-60.75,4
2324,-7.75,-60.75,4
2325,-7.25,-60.75,4
2326,-6.75,-60.75,4
2327,-6.25,-60.75,4
2328,-5.75,-60.75,4
2329,-5.25,-60.75,4
2330,-4.75,-60.75,4
2331,-4.25,-60.75,4
2332,-3.75,-60.75,4
2333,-3.25,-60.75,4
2334,-2.75,-60.75,4
2335,-2.25,-60.75,4
2336,-1.75,-60.75,4
2337,-1.25,-60.75,2
2338,-0.75,-60.75,2
2339,-0.25,-60.75,2
2340,0.25,-60.75,2
2341,0.75,-60.75,2
2342,1.25,-60.75,2
2343,1.75,-60.75,2
2344,2.25,-60.75,2
2345,2.75,-60.75,2
2346,3.25,-60.75,2
2347,3.75,-60.75,2
2348,4.25,-60.75,2
2349,4.75,-60.75,2
2350,5.25,-60.75,2
